Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2016,05,08,07:34:00,16.4107,-97.8416,22,5.8,"8km E of Pinotepa de Don Luis, Mexico",1462692840
2016,05,12,03:17:15,24.6953,121.9839,8,5.8,"17km NE of Su'ao, Taiwan",1463023035
2016,05,14,18:21:05,8.5599,-102.7916,10,5.8,"Northern East Pacific Rise",1463250065
2016,04,12,03:22:47,-3.7568,-103.9367,10,5.8,"Central East Pacific Rise",1460431367
2016,04,17,07:14:00,-0.3852,-80.2013,24,5.8,"33km NE of Bahia de Caraquez, Ecuador",1460877240
2016,10,06,15:51:59,22.6258,121.436,14,5.8,"33km ESE of Taitung City, Taiwan",1475769119
2016,10,09,14:46:26,1.7703,127.449,128,5.8,"62km W of Tobelo, Indonesia",1476024386
2016,10,27,08:17:50,1.3702,125.758,61,5.8,"64km E of Bitung, Indonesia",1477556270
2016,10,28,20:02:49,39.3881,13.5205,457.9,5.8,"80km NNE of Ustica, Italy",1477684969
2016,11,07,21:31:28,-8.11,104.8401,33,5.8,"168km SSW of Cicadas, Indonesia",1478554288
2015,10,03,06:03:42,-37.4557,-73.6761,14.5,5.8,"18km N of Lebu, Chile",1443852222
2015,10,17,11:33:08,-25.4674,-64.4839,17,5.8,"19km ESE of El Galpon, Argentina",1445081588
2015,10,19,13:50:41,13.8654,120.6172,106,5.8,"2km W of Balitoc, Philippines",1445262641
2015,11,01,15:16:17,-23.2468,-68.4169,111,5.8,"41km SSW of San Pedro de Atacama, Chile",1446390977
2015,11,16,00:39:33,17.8398,-81.8219,6.7,5.8,"167km SSW of George Town, Cayman Islands",1447634373
2015,11,21,23:05:30,-30.5754,-71.7676,27,5.8,"54km W of Ovalle, Chile",1448147130
2015,11,29,18:52:49,-23.5597,-64.6521,11,5.8,"20km WNW of Yuto, Argentina",1448823169
2015,05,24,21:06:41,-59.653,-26.4546,34,5.8,"69km S of Bristol Island, South Sandwich Islands",1432501601
2015,03,09,02:48:45,6.5308,-82.6541,11,5.8,"167km S of Punta de Burica, Panama",1425869325
2015,04,30,10:19:08,-60.3933,-26.9077,10,5.8,"153km S of Bristol Island, South Sandwich Islands",1430389148
2015,12,19,19:25:05,-30.6053,-71.3057,48.3,5.8,"10km W of Ovalle, Chile",1450553105
2015,12,23,16:55:09,-54.1759,-1.4943,10,5.8,"Bouvet Island region",1450889709
2015,12,25,17:58:04,-40.7281,-86.4356,10,5.8,"West Chile Rise",1451066284
2015,12,31,10:56:58,11.1535,-86.6205,20,5.8,"71km S of Masachapa, Nicaragua",1451559418
2015,08,07,01:25:02,-2.1412,28.8973,11,5.8,"37km N of Cyangugu, Rwanda",1438910702
2015,08,20,11:00:09,0.4854,126.5894,46.1,5.8,"92km WSW of Kota Ternate, Indonesia",1440068409
2015,08,26,13:51:35,-57.4999,-25.8754,32,5.8,"119km SE of Visokoi Island, South Georgia and the South Sandwich Islands",1440597095
2015,06,15,17:40:53,-9.742,125.2517,20,5.8,"71km ESE of Leof, Indonesia",1434390053
2015,06,29,09:09:16,-16.0251,-74.2558,28,5.8,"76km SSE of Acari, Peru",1435568956
2015,09,17,01:33:02,-31.7363,-72.0265,9.3,5.8,"82km W of Illapel, Chile",1442453582
2020,03,09,02:59:08,40.3917,-125.0937,3.2,5.8,"69km W of Petrolia, CA",1583722748
2015,01,28,21:08:53,40.3178,-124.6067,16.9,5.7,"40km SW of Ferndale, California",1422479333
2020,12,29,07:10:29,43.3987,-126.8573,10,5.7,"201 km W of Bandon, Oregon",1609225829
2020,12,27,07:11:10,-16.0229,-74.3083,39,5.7,"25 km SSE of Atiquipa, Peru",1609053070
2020,12,28,04:32:20,-47.4975,99.9517,10,5.7,"southeast Indian Ridge",1609129940
2020,12,23,00:45:07,8.362,-103.2274,10,5.7,"northern East Pacific Rise",1608684307
2020,12,23,00:51:21,8.317,-103.152,10,5.7,"northern East Pacific Rise",1608684681
2020,11,29,16:40:44,-23.2639,-65.0339,8,5.7,"33 km E of Humahuaca, Argentina",1606668044
2020,11,25,22:37:42,-41.1242,-90.3987,10,5.7,"southeast of Easter Island",1606343862
2020,10,21,09:13:06,-25.5231,-70.9323,20,5.7,"46 km WSW of Taltal, Chile",1603271586
2020,10,11,14:41:21,-28.5584,-112.0701,10,5.7,"Easter Island region",1602427281
2020,09,17,03:00:18,7.7838,-37.0941,10,5.7,"central Mid-Atlantic Ridge",1600311618
2020,09,19,21:09:31,-37.5238,77.8873,10,5.7,"Mid-Indian Ridge",1600549771
2020,09,01,10:31:52,-27.8702,-71.4003,22,5.7,"100 km NW of Vallenar, Chile",1598956312
2020,09,01,07:01:26,-27.9742,-71.423,20.6,5.7,"93 km NW of Vallenar, Chile",1598943686
2020,08,10,14:13:27,16.8651,-85.8525,10,5.7,"45 km N of Savannah Bight, Honduras",1597068807
2020,08,09,23:42:33,-53.0167,11.5801,10,5.7,"southwest of Africa",1597016553
2020,07,31,06:06:41,8.5416,126.5987,28,5.7,"34 km ENE of Hinatuan, Philippines",1596175601
2020,04,15,10:59:28,9.0335,-74.4338,53,5.7,"13 km NNE of Pinillos, Colombia",1586948368
2020,04,15,21:03:38,1.1073,126.6767,41.4,5.7,"86 km WNW of Ternate, Indonesia",1586984618
2020,03,10,14:06:26,-5.837,103.0187,26.2,5.7,"121km SW of Kuripan, Indonesia",1583849186
2020,03,18,13:09:31,40.751,-112.0783,11.9,5.7,"4km NNW of Magna, Utah",1584536971
2020,03,20,01:33:15,28.5896,87.3081,10,5.7,"22km ESE of Xegar, China",1584667995
2020,03,21,00:49:51,39.3567,20.6383,10,5.7,"14km NNE of Kanallakion, Greece",1584751791
2020,05,03,00:44:26,-15.2734,-70.4586,184.2,5.7,"13 km NW of Lampa, Peru",1588466666
2020,05,14,05:55:21,-35.7864,-102.8976,10,5.7,"southeast of Easter Island",1589435721
2020,05,18,23:22:35,34.1855,25.5173,10,5.7,"92 km S of Néa Anatolí, Greece",1589844155
2020,05,20,23:43:16,35.1594,20.2775,13.5,5.7,"224 km SW of Methóni, Greece",1590018196
2020,07,14,23:33:58,-7.2087,120.4556,590.1,5.7,"155 km N of Ruteng, Indonesia",1594769638
2020,07,17,18:33:00,12.1027,94.9647,13.8,5.7,"246 km E of Port Blair, India",1595010780
2020,06,03,15:54:04,-7.0058,116.9276,639.9,5.7,"145km NNE of Obelobel, Indonesia",1591199644
2020,06,09,17:18:14,27.7204,53.4199,10,5.7,"56 km ENE of Mohr, Iran",1591723094
2020,06,20,19:26:21,66.287,-18.8946,10,5.7,"15km N of Siglufjordur, Iceland",1592681181
2020,06,29,19:40:12,-11.5057,-13.531,10,5.7,"Ascension Island region",1593459612
2020,01,15,07:55:30,-10.3733,124.0857,10,5.7,"59km ESE of Kupang, Indonesia",1579074930
2020,01,30,11:21:36,35.1817,27.7814,10,5.7,"63km SE of Karpathos, Greece",1580383296
2019,12,24,19:19:03,3.4502,-74.1034,10,5.7,"9km NW of Mesetas, Colombia",1577215143
2019,12,28,15:36:35,-44.6079,37.0941,10,5.7,"261km NNW of Marion Island, Prince Edward Islands",1577547395
2019,06,13,03:00:31,-35.7304,-17.1932,10,5.7,"Southern Mid-Atlantic Ridge",1560394831
2019,01,15,20:03:20,5.8113,126.8985,61.8,5.7,"100km SE of Pondaguitan, Philippines",1547582600
2019,01,18,21:27:01,-3.2663,-76.818,103,5.7,"173km N of Barranca, Peru",1547846821
2019,01,25,04:45:22,-14.5333,-75.3517,60.5,5.7,"16km W of Rio Grande, Peru",1548391522
2019,08,31,23:54:40,-50.0035,-114.4669,10,5.7,"Southern East Pacific Rise",1567295680
2019,09,10,05:39:24,6.6371,126.4167,48,5.7,"26km SSE of Tamisan, Philippines",1568093964
2019,09,26,10:59:25,40.9035,28.1502,8,5.7,"18km ESE of Marmaraereglisi, Turkey",1569495565
2019,07,13,07:59:33,-49.5587,-116.7328,10,5.7,"Southern East Pacific Rise",1563004773
2019,10,06,10:40:56,-21.9343,-68.5934,119,5.7,"68km NNE of Calama, Chile",1570358456
2019,07,16,00:18:36,-8.8208,114.487,80,5.7,"35km SSE of Kendalrejo, Indonesia",1563236316
2019,07,27,01:24:44,20.754,122.0083,10,5.7,"17km ESE of Itbayat, Philippines",1564190684
2019,11,19,23:10:40,-33.6399,-66.8723,10,5.7,"62km SW of San Luis, Argentina",1574205040
2019,11,20,21:03:57,19.4452,101.2534,10,5.7,"23km SE of Chaloem Phra Kiat, Thailand",1574283837
2019,11,30,07:44:21,13.8429,-91.893,19,5.7,"50km S of Champerico, Guatemala",1575099861
2019,02,07,04:15:30,1.4669,126.4203,40,5.7,"129km NW of Kota Ternate, Indonesia",1549512930
2019,02,18,19:30:22,-9.5093,112.8605,23,5.7,"123km S of Krajan Tambakrejo, Indonesia",1550518222
2019,05,04,01:05:09,12.3713,120.9321,10,5.7,"8km SW of San Agustin, Philippines",1556931909
2019,05,04,21:02:10,1.9846,123.6614,327,5.7,"122km N of Pimpi, Indonesia",1557003730
2019,05,08,13:47:19,-15.7761,-75.0959,15.3,5.7,"62km S of Minas de Marcona, Peru",1557323239
2019,05,27,23:29:32,-56.3368,-27.7782,115.3,5.7,"53km NW of Visokoi Island, South Georgia and the South Sandwich Islands",1558999772
2019,04,07,15:45:08,-41.2892,-87.4826,7.1,5.7,"West Chile Rise",1554651908
2019,04,12,11:45:36,-1.8614,122.6143,10,5.7,"102km S of Luwuk, Indonesia",1555069536
2019,04,16,07:30:38,-35.2966,-15.486,10,5.7,"Tristan da Cunha region",1555399838
2019,03,07,15:34:28,-29.4648,-72.6945,17,5.7,"141km WNW of Coquimbo, Chile",1551972868
2019,03,20,06:34:27,37.4078,29.531,8,5.7,"16km E of Acipayam, Turkey",1553063667
2018,12,19,03:38:37,30.5546,-41.8401,10,5.7,"Northern Mid-Atlantic Ridge",1545190717
2018,12,30,08:39:12,-2.677,102.349,166,5.7,"89km NW of Lubuklinggau, Indonesia",1546159152
2018,07,03,09:59:54,5.8959,125.1334,97,5.7,"7km E of Tinoto, Philippines",1530611994
2018,09,08,02:31:30,23.3322,101.5779,8,5.7,"15km WSW of Lianzhu, China",1536373890
2018,09,26,17:33:35,-34.9411,-107.6082,10,5.7,"Southern East Pacific Rise",1537983215
2018,09,28,07:06:39,-26.5126,67.6195,10,5.7,"Indian Ocean Triple Junction",1538118399
2018,09,28,10:16:48,-0.8748,120.0342,10,5.7,"18km E of Palu, Indonesia",1538129808
2018,09,28,13:35:30,0.0587,119.6831,10,5.7,"107km N of Palu, Indonesia",1538141730
2018,06,02,16:28:59,4.5872,126.6573,23.1,5.7,"160km SE of Sarangani, Philippines",1527956939
2018,06,14,06:27:39,-45.8429,-76.3048,10,5.7,"275km W of Puerto Chacabuco, Chile",1528957659
2018,01,27,21:45:12,7.2827,-79.6764,9.8,5.7,"48km SE of Pedasi, Panama",1517089512
2018,08,07,13:57:09,74.6458,8.4549,10,5.7,"Greenland Sea",1533650229
2018,08,28,07:13:32,-10.631,124.1363,8.2,5.7,"79km SE of Kupang, Indonesia",1535440412
2018,11,09,07:54:52,-42.713,-16.0205,10,5.7,"Southern Mid-Atlantic Ridge",1541750092
2018,11,25,20:56:36,13.1647,-81.046,10,5.7,"41km ESE of Mountain, Colombia",1543179396
2018,11,25,23:57:25,23.4043,118.5785,16,5.7,"103km SE of Aozhong, China",1543190245
2018,11,27,12:03:27,-0.942,-13.8275,10,5.7,"North of Ascension Island",1543320207
2018,10,02,04:49:31,-10.4716,120.1194,17.6,5.7,"32km SSW of Nggongi Satu, Indonesia",1538455771
2018,10,12,21:09:49,14.1973,-91.1973,64.3,5.7,"11km E of Nueva Concepcion, Guatemala",1539378589
2018,10,14,05:05:34,-41.9377,88.5051,10,5.7,"Southeast Indian Ridge",1539493534
2018,10,23,16:04:04,23.9912,122.6791,31,5.7,"61km SSW of Yonakuni, Japan",1540310644
2018,10,30,15:12:00,37.5124,20.5076,11,5.7,"36km SW of Mouzaki, Greece",1540912320
2018,07,25,19:45:05,-56.0621,-27.6807,124.6,5.7,"76km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",1532547905
2018,03,17,05:50:09,-47.6789,-13.509,10,5.7,"Southern Mid-Atlantic Ridge",1521265809
2018,03,29,22:54:12,38.7161,69.9779,5,5.7,"11km SE of Roghun, Tajikistan",1522364052
2018,02,07,15:21:31,24.0739,121.7386,15,5.7,"17km NE of Hualian, Taiwan",1518016891
2018,02,08,02:29:16,79.7637,2.9411,10,5.7,"Greenland Sea",1518056956
2018,05,10,11:56:59,10.1723,125.6372,29,5.7,"11km ESE of Libjo, Philippines",1525953419
2018,05,23,05:44:43,7.4407,-36.2376,10,5.7,"Central Mid-Atlantic Ridge",1527054283
2018,06,18,02:32:55,14.1325,-90.7154,99.2,5.7,"12km SW of Guanagazapa, Guatemala",1529289175
2017,07,10,15:37:24,-36.1552,-100.6233,10,5.7,"Southeast of Easter Island",1499701044
2017,09,08,05:01:33,15.1793,-94.2971,36.3,5.7,"105km SSW of Paredon, Mexico",1504846893
2017,09,10,21:40:20,57.1322,-33.6523,10,5.7,"Reykjanes Ridge",1505079620
2017,09,20,23:59:24,-6.1113,113.024,588,5.7,"102km NNE of Kemeduran, Indonesia",1505951964
2017,09,22,19:50:15,40.4105,-126.8326,12.7,5.7,"218km W of Ferndale, California",1506109815
2017,09,23,20:47:06,7.5618,124.7428,8.2,5.7,"6km ESE of Matinao, Philippines",1506199626
2017,08,16,12:51:25,28.6737,127.9007,198,5.7,"158km WNW of Naze, Japan",1502887885
2017,01,02,00:13:06,-36.0365,51.9288,10,5.7,"Southwest Indian Ridge",1483315986
2017,01,03,09:09:02,24.0151,92.0177,32,5.7,"20km ENE of Ambasa, India",1483434542
2017,01,13,16:39:25,0.0303,125.077,42,5.7,"107km SE of Modayag, Indonesia",1484325565
2017,01,18,10:14:10,42.6012,13.2268,7,5.7,"6km WSW of Amatrice, Italy",1484734450
2017,06,11,23:15:06,-8.3206,106.259,7,5.7,"109km SSW of Cibungur, Indonesia",1497222906
2017,06,12,02:43:26,-31.5003,-71.76,27,5.7,"58km WNW of Illapel, Chile",1497235406
2017,06,24,16:09:14,-15.4141,-73.3855,97,5.7,"60km SE of Coracora, Peru",1498320554
2017,12,28,17:20:19,4.0803,126.7919,23.8,5.7,"207km SE of Sarangani, Philippines",1514481619
2017,12,29,21:20:53,-53.0916,-117.4105,10,5.7,"Southern East Pacific Rise",1514582453
2017,03,05,00:08:18,9.8311,125.4961,10.5,5.7,"5km N of Surigao, Philippines",1488672498
2017,03,29,15:15:23,25.7127,-110.0237,17,5.7,"78km WSW of Higuera de Zaragoza, Mexico",1490800523
2017,04,10,00:43:54,13.0426,125.3617,10,5.7,"54km NE of Cabodiongan, Philippines",1491785034
2017,04,11,14:42:16,5.7068,127.0949,12,5.7,"124km SE of Pondaguitan, Philippines",1491921736
2017,05,11,15:41:11,-56.5845,-25.8438,13,5.7,"84km E of Visokoi Island, South Georgia and the South Sandwich Islands",1494517271
2017,05,14,19:44:25,-20.8287,-68.711,116,5.7,"163km ESE of Iquique, Chile",1494791065
2017,05,20,06:02:14,17.4893,-105.3228,10,5.7,"202km SSW of Manzanillo, Mexico",1495260134
2017,05,20,17:58:46,17.0514,-94.088,144,5.7,"52km NW of Cintalapa de Figueroa, Mexico",1495303126
2017,05,24,09:10:14,-2.7898,122.118,10,5.7,"115km E of Malili, Indonesia",1495617014
2017,05,30,11:29:51,-58.6284,-26.2419,76,5.7,"47km NNE of Bristol Island, South Sandwich Islands",1496143791
2017,11,03,11:52:09,18.6597,-106.5643,10,5.7,"197km SW of Tomatlan, Mexico",1509709929
2017,11,29,06:29:06,-14.4095,-76.1594,16.9,5.7,"53km WSW of Santiago, Peru",1511936946
2017,10,03,20:39:04,13.4587,-49.3322,10,5.7,"North Atlantic Ocean",1507063144
2017,10,31,12:37:47,-3.8194,127.769,15.8,5.7,"43km SW of Hila, Indonesia",1509453467
2016,08,19,07:36:01,-55.335,-30.7714,10,5.7,"269km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",1471592161
2016,01,08,01:12:01,-30.664,-71.6383,24,5.7,"42km W of Ovalle, Chile",1452215521
2016,01,12,20:04:59,36.5979,70.9503,239,5.7,"31km SSE of Jarm, Afghanistan",1452629099
2016,01,27,15:11:17,1.0248,-28.1447,10,5.7,"Central Mid-Atlantic Ridge",1453907477
2016,06,13,00:59:39,-4.4284,-104.8111,10,5.7,"Central East Pacific Rise",1465779579
2016,06,18,17:29:46,-24.1467,-67.1526,186,5.7,"85km W of San Antonio de los Cobres, Argentina",1466270986
2016,06,27,20:50:34,16.5502,-97.8332,19,5.7,"17km NNE of Pinotepa de Don Luis, Mexico",1467060634
2016,07,24,14:10:51,0.915,-28.9702,10,5.7,"Central Mid-Atlantic Ridge",1469369451
2016,09,15,05:57:24,12.44,-86.6423,10,5.7,"11km NNE of La Paz Centro, Nicaragua",1473919044
2016,12,04,05:24:05,4.5051,127.8342,139,5.7,"275km SE of Pondaguitan, Philippines",1480829045
2016,05,02,04:21:24,-5.0262,104.6271,117,5.7,"34km NNW of Pulaupanggung, Indonesia",1462162884
2016,05,12,04:29:55,24.6833,122.0531,9,5.7,"22km ENE of Su'ao, Taiwan",1463027395
2016,02,02,14:19:23,25.5745,123.4476,196,5.7,"130km NNE of Yonakuni, Japan",1454422763
2016,02,16,10:46:30,-16.4442,-73.6045,29,5.7,"97km WNW of Camana, Peru",1455619590
2016,04,10,02:14:34,-4.1489,102.211,41,5.7,"39km S of Bengkulu, Indonesia",1460254474
2016,04,23,01:24:33,0.6128,-80.2522,10,5.7,"24km W of Muisne, Ecuador",1461374673
2016,11,10,12:24:10,-50.0472,114.3817,10,5.7,"Western Indian-Antarctic Ridge",1478780650
2016,11,13,14:01:01,-28.8647,-67.4565,109.1,5.7,"33km N of Chilecito, Argentina",1479045661
2016,11,16,15:10:11,-9.0027,113.2445,85,5.7,"74km S of Kepanjen, Indonesia",1479309011
2015,11,03,21:25:02,-8.2825,124.9069,10.3,5.7,"79km WNW of Dili, East Timor",1446585902
2015,11,07,10:53:44,-30.7227,-71.3904,42,5.7,"22km SW of Ovalle, Chile",1446893624
2015,11,08,08:13:37,-17.3194,-69.4287,159.9,5.7,"65km E of Chuquitira, Peru",1446970417
2015,11,08,09:34:57,0.7863,98.8905,69,5.7,"76km SSW of Padangsidempuan, Indonesia",1446975297
2015,11,22,18:16:04,36.4344,71.4233,102,5.7,"29km SSW of Ashkasham, Afghanistan",1448216164
2015,11,25,18:57:41,1.4305,126.2904,33.2,5.7,"123km E of Bitung, Indonesia",1448477861
2015,05,08,03:12:21,1.5404,97.9026,36,5.7,"100km WSW of Sibolga, Indonesia",1431054741
2015,05,18,04:02:46,-41.5553,80.3254,9,5.7,"Mid-Indian Ridge",1431921766
2015,05,26,23:41:40,-58.7355,-25.2138,35,5.7,"82km ENE of Bristol Island, South Sandwich Islands",1432683700
2015,02,05,04:40:51,5.222,-82.6217,4,5.7,"South of Panama",1423111251
2015,02,25,01:31:41,6.0816,119.8398,9,5.7,"81km WSW of Pandan Niog, Philippines",1424827901
2015,04,10,16:23:04,-13.7935,65.858,10,5.7,"Mid-Indian Ridge",1428682984
2015,04,20,09:05:34,-5.6841,102.4776,27,5.7,"159km WSW of Kuripan, Indonesia",1429520734
2015,04,25,09:17:02,28.3902,87.3173,10,5.7,"35km SE of Xegar, China",1429953422
2015,12,07,22:53:35,14.2197,-90.8905,84,5.7,"4km WNW of Masagua, Guatemala",1449528815
2015,12,10,12:05:14,-58.88,-23.9062,10,5.7,"151km E of Bristol Island, South Sandwich Islands",1449749114
2015,12,19,15:03:36,-8.3684,107.0225,27,5.7,"100km SSW of Cigarogol, Indonesia",1450537416
2015,08,05,09:13:24,16.1408,-93.664,100.9,5.7,"11km NE of Tonala, Mexico",1438766004
2015,08,17,16:16:59,13.7124,51.7823,10,5.7,"175km NNW of Kilmia, Yemen",1439828219
2015,08,23,23:10:04,-29.7191,-71.2958,31.1,5.7,"21km N of La Serena, Chile",1440371404
2015,01,18,23:13:36,-35.4555,-105.7571,8.3,5.7,"Southern East Pacific Rise",1421622816
2015,01,27,00:53:19,1.3368,97.2402,12.6,5.7,"158km SE of Sinabang, Indonesia",1422319999
2015,06,15,21:04:24,4.1537,125.8447,136,5.7,"144km SSE of Sarangani, Philippines",1434402264
2015,06,20,05:32:08,-59.6293,-26.5027,50.1,5.7,"66km S of Bristol Island, South Sandwich Islands",1434778328
2015,07,07,16:08:03,-13.3864,-111.3022,10,5.7,"Central East Pacific Rise",1436285283
2015,07,16,11:01:45,13.8769,-58.4736,7.1,5.7,"134km ENE of Bathsheba, Barbados",1437044505
2015,07,20,11:08:19,-35.5251,-105.0838,14,5.7,"Southern East Pacific Rise",1437390499
2015,09,02,01:18:29,4.4132,124.6314,296,5.7,"143km SW of Sarangani, Philippines",1441156709
2015,09,08,08:03:53,14.337,-94.137,5,5.7,"179km SSW of Pijijiapan, Mexico",1441699433
2015,09,16,23:09:26,-31.5743,-71.6717,35,5.7,"48km W of Illapel, Chile",1442444966
2015,09,16,23:23:25,-31.1674,-71.772,32.1,5.7,"77km NW of Illapel, Chile",1442445805
2015,09,17,04:02:10,-31.2244,-71.926,16,5.7,"85km WNW of Illapel, Chile",1442462530
2015,09,17,14:19:15,-30.9102,-71.9829,10,5.7,"82km WSW of Ovalle, Chile",1442499555
2015,09,19,09:07:09,-31.0999,-71.5902,28,5.7,"66km SSW of Ovalle, Chile",1442653629
2015,09,30,16:06:52,-56.1948,-27.7153,101,5.7,"64km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",1443629212
2016,09,03,03:27:57,40.3208,-125.6877,28.6,5.6,"100km W of Ferndale, California",1472873277
2020,12,16,17:48:45,-16.5769,-71.4414,90.2,5.6,"2 km SE of Quequeña, Peru",1608140925
2020,10,30,22:56:47,71.543,-3.2765,10,5.6,"207 km ENE of Olonkinbyen, Svalbard and Jan Mayen",1604098607
2020,10,28,09:02:33,-14.936,-75.72,22,5.6,"61 km WSW of Changuillo, Peru",1603875753
2020,10,04,18:16:53,13.6091,120.7488,121,5.6,"14 km WSW of Tingloy, Philippines",1601835413
2020,10,20,13:43:17,64.0134,-22.1508,10,5.6,"11 km SW of Álftanes, Iceland",1603201397
2020,10,19,07:31:28,-3.3688,100.2689,10,5.6,"191 km SW of Sungai Penuh, Indonesia",1603092688
2020,09,24,00:27:49,-0.2362,-18.8069,10,5.6,"central Mid-Atlantic Ridge",1600907269
2020,09,21,18:04:57,51.8574,103.48,10,5.6,"21 km NW of Kultuk, Russia",1600711497
2020,09,04,17:45:21,8.3579,-82.9722,13.2,5.6,"11 km WSW of Finca Blanco, Panama",1599241521
2020,09,07,17:40:44,-24.512,-111.9898,10,5.6,"Easter Island region",1599500444
2020,08,04,09:37:37,38.194,38.7029,10,5.6,"19 km NNE of Sincik, Turkey",1596533857
2020,08,12,22:40:45,28.0292,65.9633,14.3,5.6,"59 km SSW of Surab, Pakistan",1597272045
2020,08,22,11:58:48,-49.776,-115.6312,10,5.6,"southern East Pacific Rise",1598097528
2020,03,10,11:13:48,1.171,-90.6425,10,5.6,"213km N of Puerto Ayora, Ecuador",1583838828
2020,03,17,08:12:03,-36.1555,-73.1685,33,5.6,"54km NNW of Tome, Chile",1584432723
2020,03,22,20:43:08,-0.705,-21.1768,10,5.6,"Central Mid-Atlantic Ridge",1584909788
2020,03,30,17:54:40,-13.7624,66.1511,10,5.6,"Mid-Indian Ridge",1585590880
2020,02,02,03:32:44,13.8186,-92.8609,10,5.6,"105km SW of Ocos, Guatemala",1580614364
2020,05,30,03:21:51,25.9826,-44.9518,10,5.6,"Northern Mid-Atlantic Ridge",1590808911
2020,06,09,04:56:10,-4.2239,126.3456,10,5.6,"212 km WSW of Ambon, Indonesia",1591678570
2020,06,16,01:30:48,37.8353,72.2068,127,5.6,"66km NE of Shughnon, Tajikistan",1592271048
2020,06,21,22:40:52,23.1449,93.2856,10.8,5.6,"22km E of North Vanlaiphai, India",1592779252
2020,01,02,11:25:04,-5.7527,124.976,10,5.6,"264km E of Baubau, Indonesia",1577964304
2020,01,06,01:29:20,0.231,-16.9866,10,5.6,"North of Ascension Island",1578274160
2020,01,07,08:34:01,17.8919,-66.7217,10,5.6,"11km S of Tallaboa, Puerto Rico",1578386041
2020,01,07,11:18:43,18.0223,-66.776,9,5.6,"8km SSW of Tallaboa, Puerto Rico",1578395923
2020,01,10,15:21:21,18.4552,-105.2328,10,5.6,"101km SSW of San Patricio, Mexico",1578669681
2020,01,12,02:27:00,-54.3946,5.2056,10,5.6,"120km E of Bouvet Island, Bouvet Island",1578796020
2020,01,16,09:58:19,0.1168,-17.09,10,5.6,"North of Ascension Island",1579168699
2020,01,22,19:22:16,39.0724,27.8389,5.6,5.6,"15km ESE of Kirkagac, Turkey",1579720936
2019,12,05,12:24:44,5.3809,126.754,44,5.6,"125km SSE of Pondaguitan, Philippines",1575548684
2019,12,09,17:59:47,-52.8364,11.387,10,5.6,"Southwest of Africa",1575914387
2019,12,15,07:09:20,6.5335,125.2599,10,5.6,"9km SSE of Kiblawan, Philippines",1576393760
2019,12,16,14:49:16,-2.9702,100.9448,40.3,5.6,"109km SSW of Sungaipenuh, Indonesia",1576507756
2019,12,30,17:18:57,35.5909,74.628,13.8,5.6,"34km NW of Idgah, Pakistan",1577726337
2019,06,22,22:31:34,14.3896,-92.9597,17,5.6,"68km WSW of Puerto Madero, Mexico",1561242694
2019,01,06,13:41:59,34.1248,45.6794,14,5.6,"40km SSW of Sarpol-e Zahab, Iran",1546782119
2019,01,21,11:57:20,15.584,-94.7368,29,5.6,"72km S of San Francisco del Mar, Mexico",1548071840
2019,01,23,11:39:02,-10.2981,118.9231,24,5.6,"69km SSW of Kahale, Indonesia",1548243542
2019,01,26,12:32:26,3.0345,-75.7383,10,5.6,"13km NW of Santa Maria, Colombia",1548505946
2019,01,30,07:44:45,-25.8985,-70.6676,51,5.6,"58km SSW of Taltal, Chile",1548834285
2019,08,01,20:01:28,-34.2812,-72.3734,15.4,5.6,"100km WNW of Santa Cruz, Chile",1564689688
2019,08,28,07:59:02,-60.3573,-26.5291,10,5.6,"147km S of Bristol Island, South Sandwich Islands",1566979142
2019,09,05,09:12:19,-2.5189,68.4834,10,5.6,"Carlsberg Ridge",1567674739
2019,09,10,23:32:23,4.0301,126.6816,27,5.6,"203km SE of Sarangani, Philippines",1568158343
2019,09,18,07:01:01,5.4093,126.4529,23.5,5.6,"106km ESE of Caburan, Philippines",1568790061
2019,09,19,07:32:58,-6.0534,111.8968,636.4,5.6,"75km NNE of Sendangmulyo, Indonesia",1568878378
2019,09,21,14:04:25,41.3375,19.5303,20,5.6,"3km WSW of Shijak, Albania",1569074665
2019,09,30,11:53:22,-22.1911,-68.799,117,5.6,"33km NNE of Calama, Chile",1569844402
2019,07,08,06:20:10,0.449,126.2508,10,5.6,"129km WSW of Kota Ternate, Indonesia",1562566810
2019,07,08,07:00:32,31.7564,49.5611,19,5.6,"31km SE of Masjed Soleyman, Iran",1562569232
2019,07,09,12:36:58,6.8138,125.1193,10,5.6,"8km NW of Magsaysay, Philippines",1562675818
2019,10,24,13:38:16,1.1847,124.2015,241,5.6,"22km NNW of Poigar, Indonesia",1571924296
2019,10,29,01:09:01,6.7869,125.0186,14.1,5.6,"11km E of Bual, Philippines",1572311341
2019,07,28,12:32:39,-55.8616,-124.7527,10,5.6,"Southern East Pacific Rise",1564317159
2019,11,01,02:33:58,3.2144,126.9855,28.1,5.6,"199km NW of Tobelo, Indonesia",1572575638
2019,11,03,13:23:18,-29.1642,-67.6662,120,5.6,"16km W of Chilecito, Argentina",1572787398
2019,11,06,20:52:54,14.8741,122.7951,6.6,5.6,"49km ENE of Jomalig, Philippines",1573073574
