Longitude,Latitude,Value
125.5,73.5,0.0040169162500232
126.5,73.5,0.0061772641532863
127.5,73.5,0.0139826534404174
128.5,73.5,0.0053293323781674
139.5,73.5,0.0003130230377118
140.5,73.5,0.0039376767861979
141.5,73.5,0.0243103110344512
142.5,73.5,0.0236284586248877
143.5,73.5,0.0067775379213658
-125.5,72.5,0.0307924758029509
-124.5,72.5,0.0751207774687378
-123.5,72.5,0.0853528466932491
-122.5,72.5,0.099657765940765
-121.5,72.5,0.108529486097928
-120.5,72.5,0.0967369792067453
-119.5,72.5,0.0552820652777406
-118.5,72.5,0.0538920966167474
-117.5,72.5,0.1005118694601051
-116.5,72.5,0.11226383578933
-115.5,72.5,0.112900089063024
-114.5,72.5,0.1003707817812264
-113.5,72.5,0.0724706491948699
-112.5,72.5,0.1020981848988095
-111.5,72.5,0.0696362773427645
-110.5,72.5,0.0699346377230312
-109.5,72.5,0.0879843307480713
-108.5,72.5,0.0345456918255508
-107.5,72.5,0.0898924251089313
-106.5,72.5,0.0987128856444678
-105.5,72.5,0.0729672329793969
-104.5,72.5,0.0008121835564269
-102.5,72.5,0.0308343050242764
-101.5,72.5,0.0556097200993041
-100.5,72.5,0.0901133381109742
-99.5,72.5,0.1188402624079824
-98.5,72.5,0.1233087832209517
-97.5,72.5,0.1285933327612796
-96.5,72.5,0.0436435370556009
-95.5,72.5,0.0373657428107347
-94.5,72.5,0.1025754118453277
-93.5,72.5,0.0261673870803007
-92.5,72.5,0.0186803429513444
-91.5,72.5,0.0008673972665132
-90.5,72.5,0.001967301048111
-89.5,72.5,0.0846240684821123
-88.5,72.5,0.0983621524070414
-87.5,72.5,0.1043547875256001
-86.5,72.5,0.0498585554717355
-85.5,72.5,0.0632661259481856
-84.5,72.5,0.0985732809367071
-83.5,72.5,0.106274381708581
-82.5,72.5,0.0852436841716547
-81.5,72.5,0.0790597311624677
-80.5,72.5,0.0507018608868016
-79.5,72.5,0.0460921003550762
-78.5,72.5,0.1902950981287397
-77.5,72.5,0.0515868710638465
-76.5,72.5,0.0738628207921004
-75.5,72.5,0.0620059872702613
-74.5,72.5,0.0167606302859916
52.5,72.5,0.002383290134101
53.5,72.5,0.0106001355319584
54.5,72.5,0.011513629754437
55.5,72.5,0.005369963469288
56.5,72.5,0.0001189464666167
68.5,72.5,0.0364480052523052
69.5,72.5,0.1711396809362155
70.5,72.5,0.1682266353186706
71.5,72.5,0.1610744911820623
72.5,72.5,0.0725370763814741
74.5,72.5,0.0193794861744995
75.5,72.5,0.0446281052483587
77.5,72.5,0.0292965558529322
78.5,72.5,0.0629876187337654
79.5,72.5,0.0334555533408218
80.5,72.5,0.0202221407712652
81.5,72.5,0.07060170682152
82.5,72.5,0.1101377917499831
83.5,72.5,0.1191929685673565
84.5,72.5,0.1156154047069372
85.5,72.5,0.1183658394466622
86.5,72.5,0.1164219464034893
87.5,72.5,0.1177259319288138
88.5,72.5,0.1150237924672115
89.5,72.5,0.1227580269552633
90.5,72.5,0.1225843997396009
91.5,72.5,0.1157857065395155
92.5,72.5,0.1157276023144331
93.5,72.5,0.1164415433466276
94.5,72.5,0.123074047091186
95.5,72.5,0.1368279383652404
96.5,72.5,0.1236542618498045
97.5,72.5,0.1241630705784212
98.5,72.5,0.1212667405333045
99.5,72.5,0.1064808615016613
100.5,72.5,0.1206229404878763
101.5,72.5,0.1133706347405132
102.5,72.5,0.1190996414099814
103.5,72.5,0.1194057481521835
104.5,72.5,0.1112056730038472
105.5,72.5,0.1048715611145738
106.5,72.5,0.1148389334493971
107.5,72.5,0.1158315107948408
108.5,72.5,0.1169757187281394
109.5,72.5,0.116621462622648
110.5,72.5,0.1098278951626852
111.5,72.5,0.0691685370943109
112.5,72.5,0.0411239947071664
113.5,72.5,0.0459873259197694
114.5,72.5,0.0504595234439272
115.5,72.5,0.0497015433689955
116.5,72.5,0.0474053715173883
117.5,72.5,0.0465915058820752
118.5,72.5,0.0453642766839344
119.5,72.5,0.0455417260167747
120.5,72.5,0.0379928170983886
121.5,72.5,0.0366878348508381
122.5,72.5,0.0313386559274072
123.5,72.5,0.0325242937863294
124.5,72.5,0.0319464771235894
125.5,72.5,0.026653191011194
126.5,72.5,0.0153397474073814
127.5,72.5,0.0197065133823691
128.5,72.5,0.023138114933211
129.5,72.5,0.0020240222225584
139.5,72.5,0.0061534682102452
140.5,72.5,0.0247297446954714
141.5,72.5,0.0391161253864219
142.5,72.5,0.037405317357488
143.5,72.5,0.0340077795255527
144.5,72.5,0.01943344724582
145.5,72.5,0.0091874119874674
146.5,72.5,0.0086644752075759
147.5,72.5,0.0103865158820093
148.5,72.5,0.0088468603148544
149.5,72.5,0.0024037200874296
-179.5,71.5,0.0054731153166155
-178.5,71.5,0.004621144296098
-177.5,71.5,0.0007488439421537
-157.5,71.5,0.0141730242192343
-156.5,71.5,0.5962607101092287
-155.5,71.5,0.0170120992808755
-154.5,71.5,0.0025446347884721
-124.5,71.5,0.0135475654591885
-123.5,71.5,0.0577547944382996
-122.5,71.5,0.0753309788898653
-121.5,71.5,0.049678485251698
-120.5,71.5,0.0292049954818457
-119.5,71.5,0.0031551598071868
-118.5,71.5,0.0431085537229636
-117.5,71.5,0.0787174391640814
-116.5,71.5,0.089246423610616
-115.5,71.5,0.0991632019890979
-114.5,71.5,0.1080367619355851
-113.5,71.5,0.1105127817370762
-112.5,71.5,0.1086431064414875
-111.5,71.5,0.1123864297323053
-110.5,71.5,0.1121895517728908
-109.5,71.5,0.1124172098966247
-108.5,71.5,0.0987507064718618
-107.5,71.5,0.0946552627091927
-106.5,71.5,0.0998034944392531
-105.5,71.5,0.1121412986251682
-104.5,71.5,0.0415114657965795
-100.5,71.5,0.0008175478812257
-99.5,71.5,0.0404236909155995
-98.5,71.5,0.0543658422332064
-97.5,71.5,0.0287389330577039
-96.5,71.5,0.0298964333676394
-95.5,71.5,0.0850748044807869
-94.5,71.5,0.1053948446582914
-93.5,71.5,0.0790519378533013
-92.5,71.5,0.0017009115583792
-90.5,71.5,0.0017530275085578
-89.5,71.5,0.0595468372992053
-88.5,71.5,0.0761241993978033
-87.5,71.5,0.1041926148378439
-86.5,71.5,0.1097463749792563
-85.5,71.5,0.0816745800964121
-84.5,71.5,0.1028439520997778
-83.5,71.5,0.1190088445079053
-82.5,71.5,0.1161748302248723
-81.5,71.5,0.1137694260390895
-80.5,71.5,0.113143638950984
-79.5,71.5,0.1061665623170332
-78.5,71.5,0.1058986268934091
-77.5,71.5,0.0954265089409955
-76.5,71.5,0.1027066934612101
-75.5,71.5,0.1060799990346992
-74.5,71.5,0.0923650440397633
-73.5,71.5,0.070731258564873
-72.5,71.5,0.0806391352915079
-71.5,71.5,0.0439039974448015
-70.5,71.5,0.0070887958737952
23.5,71.5,0.0127450508297332
24.5,71.5,0.0127883592541114
25.5,71.5,0.0055991076706716
26.5,71.5,0.0068217876886225
27.5,71.5,0.0394248618243488
28.5,71.5,0.019654810832708
51.5,71.5,0.0022746543511255
52.5,71.5,0.0051491747414036
53.5,71.5,0.0072873702799236
54.5,71.5,0.0104522698115883
55.5,71.5,0.0071481835910018
56.5,71.5,0.0002922762629952
66.5,71.5,0.0107424179406778
67.5,71.5,0.0641437576695055
68.5,71.5,0.1734046976628631
69.5,71.5,0.2121708102726146
70.5,71.5,0.2100878472387914
71.5,71.5,0.1860645261266362
72.5,71.5,0.0245239795160466
73.5,71.5,0.0945749126303331
74.5,71.5,0.197992522603924
